Name,File,CountInput,CountOutput,CountPathLog,CyclomaticStrict,MaxNesting,PREDICTION
"clip1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"clip2describe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"clip2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"clip3describe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"clip3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"clip4describe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"clip4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"clipdoubledescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"clipdoublerun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"clipfloatdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"clipfloatrun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,4,1,False
"copyaudiodata(int *,AFfilehandle,AFfilehandle,int,AFframecount)",sfconvert-pre.c,7,7,1,5,2,True
"copyrightstring(int *,AFfilehandle)",printinfo-pre.c,3,7,0,3,2,False
"defaultErrorFunction(int *,long,const char *)",error-pre.c,3,1,0,1,0,False
"disposefilemods(int *,_Track *)",modules-pre.c,9,7,1,5,1,True
"disposemodules(int *,_Track *)",modules-pre.c,13,10,2,12,3,True
"double2floatdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"double2floatrun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"double2int1_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"double2int1_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"double2int2_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"double2int2_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"double2int3_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"double2int3_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"double2int4_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"double2int4_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"doubletransformdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"doubletransformrun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,2,1,False
"find_misc_by_id(int *,AFfilehandle,int)",misc-pre.c,11,2,0,3,2,False
"find_miscsetup_by_id(int *,AFfilesetup,int)",misc-pre.c,8,2,0,3,2,False
"findCompression(int *,int)",compression-pre.c,4,2,0,2,1,False
"float2doubledescribe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"float2doublerun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"float2int1_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"float2int1_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"float2int2_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"float2int2_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"float2int3_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"float2int3_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"float2int4_clipdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,3,0,1,0,False
"float2int4_cliprun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,0,0,4,1,False
"floatrebufferf2vfree(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,3,1,0,2,1,False
"floatrebufferf2vmax_pull(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,9,3,0,2,1,True
"floatrebufferf2vreset1(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,4,4,0,3,0,False
"floatrebufferf2vreset2(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,0,0,0,1,0,False
"floatrebufferf2vrun_pull(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,15,8,2,27,2,True
"floatrebufferv2ffree(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,4,1,1,3,1,False
"floatrebufferv2fmax_push(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,8,3,0,2,1,True
"floatrebufferv2frun_push(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,13,4,1,15,3,True
"floatrebufferv2fsync1(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,6,3,0,3,0,True
"floatrebufferv2fsync2(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,12,4,0,6,1,True
"floattransformdescribe(int *,struct _AFmoduleinst *)",modules-pre.c,5,1,0,1,0,False
"floattransformrun(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,9,0,0,2,1,False
"freeFileHandle(int *,AFfilehandle)",openclose-pre.c,23,24,3,19,5,True
"freeInstParams(int *,AFPVu *,int)",openclose-pre.c,8,1,1,4,3,False
"g711compressdescribe(int *,_AFmoduleinst *)",modules_g711-pre.c,5,4,0,1,0,False
"g711decompressdescribe(int *,_AFmoduleinst *)",modules_g711-pre.c,0,5,0,1,0,False
"g711reset1(int *,_AFmoduleinst *)",modules_g711-pre.c,0,0,0,1,0,False
"g711reset2(int *,_AFmoduleinst *)",modules_g711-pre.c,8,3,0,1,0,False
"g711run_pull(int *,_AFmoduleinst *)",modules_g711-pre.c,18,13,1,8,2,False
"g711run_push(int *,_AFmoduleinst *)",modules_g711-pre.c,17,13,1,10,3,False
"g711sync1(int *,_AFmoduleinst *)",modules_g711-pre.c,5,2,0,1,0,False
"g711sync2(int *,_AFmoduleinst *)",modules_g711-pre.c,9,6,0,3,0,False
"get_format_code(int *,_AudioFormat *)",modules-pre.c,4,3,1,10,2,False
"getLoop(int *,AFfilehandle,int,int,_Bool)",loop-pre.c,21,5,1,6,1,True
iff_info_new(int *),iffwrite-pre.c,2,5,0,1,0,False
"ima_adpcm_decode_block(int *,ima_adpcm_data *,const uint8_t *,int16_t *)",modules_ima-pre.c,10,5,0,3,2,True
"ima_adpcm_decompress_describe(int *,_AFmoduleinst *)",modules_ima-pre.c,0,5,0,1,0,False
"ima_adpcm_reset1(int *,_AFmoduleinst *)",modules_ima-pre.c,5,3,0,1,0,False
"ima_adpcm_reset2(int *,_AFmoduleinst *)",modules_ima-pre.c,8,4,0,2,0,False
"ima_adpcm_run_pull(int *,_AFmoduleinst *)",modules_ima-pre.c,17,12,2,11,2,True
"initchannelchange(int *,const _AFmodule *,double *,_PCMInfo *,int,int,_Bool)",modules-pre.c,11,9,1,21,4,False
"initfilemods(int *,_Track *,AFfilehandle)",modules-pre.c,19,17,1,10,2,False
"initpcmmod(int *,const _AFmodule *,_PCMInfo *,_PCMInfo *)",modules-pre.c,10,9,0,2,1,True
"initrateconvertmods(int *,_Bool,_Track *)",modules-pre.c,1,5,0,1,0,False
"int1_2describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int1_2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int1_3describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int1_3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int1_4describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int1_4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2_1describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int2_1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2_3describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int2_3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2_4describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int2_4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2double1describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2double1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2double2describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2double2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2double3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2double3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2double4describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2double4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2float1describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2float1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2float2describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2float2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2float3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2float3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2float4describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,1,0,1,0,False
"int2float4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int2rebufferf2vfree(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,3,1,0,2,1,False
"int2rebufferf2vmax_pull(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,9,3,0,2,1,True
"int2rebufferf2vreset1(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,4,4,0,3,0,False
"int2rebufferf2vreset2(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,0,0,0,1,0,False
"int2rebufferf2vrun_pull(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,15,8,2,27,2,True
"int2rebufferv2ffree(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,4,1,1,3,1,False
"int2rebufferv2fmax_push(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,8,3,0,2,1,True
"int2rebufferv2frun_push(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,13,4,1,15,3,True
"int2rebufferv2fsync1(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,6,3,0,3,0,True
"int2rebufferv2fsync2(int *,struct _AFmoduleinst *)",modules_rebuffer-pre.c,12,4,0,6,1,True
"int3_1describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int3_1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int3_2describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int3_2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int3_4describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int3_4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int4_1describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int4_1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int4_2describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int4_2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"int4_3describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,2,0,1,0,False
"int4_3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"linear2alaw_buf(int *,short *,unsigned char *,int)",modules_g711-pre.c,4,2,0,2,1,False
"linear2ulaw_buf(int *,short *,unsigned char *,int)",modules_g711-pre.c,4,2,0,2,1,False
"main(int,char **)",sfconvert-pre.c,3,26,3,28,3,True
"misc_type_to_wave(int *,int,uint32_t *)",wavewrite-pre.c,3,2,1,7,1,False
"ms_adpcm_decode_block(int *,ms_adpcm_data *,const uint8_t *,int16_t *)",modules_msadpcm-pre.c,13,8,2,10,1,False
"ms_adpcm_decode_sample(int *,struct ms_adpcm_state *,uint8_t,const int16_t *)",modules_msadpcm-pre.c,7,5,1,5,1,True
"ms_adpcm_decompress_describe(int *,_AFmoduleinst *)",modules_msadpcm-pre.c,0,5,0,1,0,False
"ms_adpcm_reset1(int *,_AFmoduleinst *)",modules_msadpcm-pre.c,5,3,0,1,0,False
"ms_adpcm_reset2(int *,_AFmoduleinst *)",modules_msadpcm-pre.c,8,4,0,2,0,False
"ms_adpcm_run_pull(int *,_AFmoduleinst *)",modules_msadpcm-pre.c,17,12,1,8,2,False
"next_write_header(int *,AFfilehandle)",nextwrite-pre.c,10,8,0,2,1,True
"nextencodingtype(int *,_AudioFormat *)",nextwrite-pre.c,5,1,1,11,2,False
"nist_header_read_int(int *,char *,char *,int *)",nist-pre.c,4,4,0,2,1,False
"nist_header_read_string(int *,char *,char *,int *,char *)",nist-pre.c,5,4,0,2,1,False
"ParseADTLSubChunk(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,7,12,1,8,4,False
"ParseAESD(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,7,7,0,4,1,True
"ParseBODY(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",iff-pre.c,5,6,0,1,0,False
"ParseCOMM(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,9,19,1,20,2,False
"ParseCues(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,5,11,1,4,1,True
"ParseData(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,7,8,1,9,1,False
"ParseFormat(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,12,22,5,44,2,True
"ParseFrameCount(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,4,4,0,1,0,False
"ParseFVER(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,4,4,0,2,0,False
"ParseINFOSubChunk(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,7,15,1,10,2,False
"ParseINST(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,4,17,0,2,0,False
"ParseInstrument(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,3,2,0,1,0,False
"ParseList(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,5,6,0,3,1,False
"ParseMARK(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,5,17,1,5,2,False
"ParseMiscellaneous(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,9,13,1,14,1,True
"ParseMiscellaneous(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",iff-pre.c,9,13,1,10,1,False
"ParsePlayList(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",wave-pre.c,3,4,0,3,1,False
"ParseSSND(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",aiff-pre.c,6,8,0,2,0,True
"ParseVHDR(int *,AFfilehandle,AFvirtualfile *,uint32_t,size_t)",iff-pre.c,8,15,0,2,0,False
"pcmreset1(int *,_AFmoduleinst *)",modules_pcm-pre.c,0,0,0,1,0,False
"pcmreset2(int *,_AFmoduleinst *)",modules_pcm-pre.c,6,3,0,1,0,True
"pcmrun_pull(int *,_AFmoduleinst *)",modules_pcm-pre.c,14,11,1,9,2,True
"pcmrun_push(int *,_AFmoduleinst *)",modules_pcm-pre.c,13,11,1,7,3,True
"pcmsync1(int *,_AFmoduleinst *)",modules_pcm-pre.c,5,2,0,1,0,False
"pcmsync2(int *,_AFmoduleinst *)",modules_pcm-pre.c,9,6,0,3,0,False
"printfileinfo(int *,char *)",printinfo-pre.c,3,15,1,16,2,False
"real_char3_to_schar3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,0,0,1,0,False
"real_char3_to_schar3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,8,3,0,2,1,True
"real_char3_to_uchar3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,0,0,1,0,False
"real_char3_to_uchar3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,8,3,0,2,1,True
"resetmodules(int *,_AFfilehandle *,_Track *)",modules-pre.c,14,8,2,11,2,False
"sample_byte_format(int *,_AudioFormat *)",nistwrite-pre.c,4,3,1,6,2,False
"sample_coding(int *,_AudioFormat *)",nistwrite-pre.c,3,1,1,4,1,False
"search(int *,int,short *,int)",g711-pre.c,5,1,0,3,2,False
"signed2unsigned1describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"signed2unsigned1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"signed2unsigned2describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"signed2unsigned2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"signed2unsigned3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"signed2unsigned3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"signed2unsigned4describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"signed2unsigned4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"swap2describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,1,0,2,0,False
"swap2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,5,0,2,1,True
"swap3describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,1,0,2,0,False
"swap3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,11,5,0,2,1,True
"swap4describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,1,0,2,0,False
"swap4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,13,7,0,2,1,True
"swap8describe(int *,struct _AFmoduleinst *)",modules-pre.c,4,1,0,2,0,False
"swap8run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,14,8,0,2,1,True
"trivial_int_clip(int *,_AudioFormat *,format_code)",modules-pre.c,8,1,0,3,0,False
"trivial_int_mapping(int *,_AudioFormat *,format_code)",modules-pre.c,7,1,0,3,0,False
"ulaw2alaw(int *,unsigned char)",g711-pre.c,2,1,0,2,0,False
"ulaw2linear_buf(int *,unsigned char *,short *,int)",modules_g711-pre.c,4,2,0,2,1,False
"unsigned2signed1describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"unsigned2signed1run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"unsigned2signed2describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"unsigned2signed2run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"unsigned2signed3describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"unsigned2signed3run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
"unsigned2signed4describe(int *,struct _AFmoduleinst *)",modules-pre.c,3,5,0,1,0,False
"unsigned2signed4run(int *,_AFchunk *,_AFchunk *,void *)",modules-pre.c,6,0,0,2,1,False
usageerror(int *),sfconvert-pre.c,1,2,0,1,0,False
"useAP(int *,double,double,double *,double *)",modules-pre.c,3,4,1,26,1,False
waveinfo_new(int *),wavewrite-pre.c,2,7,0,1,0,False
"WriteAESD(int *,const AFfilehandle)",aiffwrite-pre.c,9,8,1,7,1,False
"WriteBODY(int *,AFfilehandle)",iffwrite-pre.c,9,9,1,4,1,True
"WriteCOMM(int *,const AFfilehandle)",aiffwrite-pre.c,15,15,2,13,3,True
"WriteCues(int *,AFfilehandle)",wavewrite-pre.c,7,14,1,9,2,False
"WriteData(int *,AFfilehandle)",wavewrite-pre.c,7,9,0,2,0,True
"WriteFormat(int *,AFfilehandle)",wavewrite-pre.c,9,9,1,11,2,False
"WriteFrameCount(int *,AFfilehandle)",wavewrite-pre.c,11,8,0,6,1,True
"WriteFVER(int *,AFfilehandle)",aiffwrite-pre.c,8,7,0,3,1,True
"WriteINST(int *,AFfilehandle)",aiffwrite-pre.c,18,22,0,1,0,False
"WriteMARK(int *,AFfilehandle)",aiffwrite-pre.c,7,14,1,7,1,False
"WriteMiscellaneous(int *,AFfilehandle)",iffwrite-pre.c,12,8,2,9,2,False
"WriteMiscellaneous(int *,AFfilehandle)",aiffwrite-pre.c,12,8,2,11,2,False
"WriteMiscellaneous(int *,AFfilehandle)",wavewrite-pre.c,12,10,2,12,4,False
"WriteNISTHeader(int *,AFfilehandle)",nistwrite-pre.c,10,9,0,2,1,True
"WriteSSND(int *,AFfilehandle)",aiffwrite-pre.c,10,10,1,5,1,True
"WriteVHDR(int *,const AFfilehandle)",iffwrite-pre.c,10,9,0,2,1,True
