Name,File,CountInput,CountOutput,CountPathLog,CyclomaticStrict,MaxNesting,PREDICTION
"jpeg_idct_2x1(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,0,1,0,False
"jpeg_idct_2x2(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,0,1,0,False
"jpeg_idct_2x4(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_3x3(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_3x6(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_4x2(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_4x4(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_4x8(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,10,2,False
"jpeg_idct_5x10(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_5x5(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_6x12(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_6x3(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_6x6(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_7x14(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_7x7(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_8x16(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_8x4(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_9x9(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,0,1,3,1,False
"jpeg_idct_float(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctflt-pre.c,7,0,1,10,2,False
"jpeg_idct_ifast(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctfst-pre.c,7,0,1,17,2,False
"jpeg_idct_islow(j_decompress_ptr,jpeg_component_info *,JCOEFPTR,JSAMPARRAY,JDIMENSION)",jidctint-pre.c,7,1,1,17,2,False
jpeg_input_complete(j_decompress_ptr),jdapimin-pre.c,5,6,0,3,1,False
"jpeg_make_c_derived_tbl(j_compress_ptr,boolean,int,c_derived_tbl **)",jchuff-pre.c,12,10,3,18,2,False
"jpeg_make_d_derived_tbl(j_decompress_ptr,boolean,int,d_derived_tbl **)",jdhuff-pre.c,13,15,6,53,3,True
"jpeg_mem_available(j_common_ptr,long,long,long)",jmemansi-pre.c,5,1,0,1,0,False
"jpeg_mem_dest(j_compress_ptr,unsigned char **,unsigned long *)",jdatadst-pre.c,7,21,1,7,2,True
jpeg_mem_init(j_common_ptr),jmemansi-pre.c,1,1,0,1,0,False
"jpeg_mem_src(j_decompress_ptr,const unsigned char *,unsigned long)",jdatasrc-pre.c,6,12,1,4,1,True
jpeg_mem_term(j_common_ptr),jmemansi-pre.c,2,0,0,1,0,False
jpeg_new_colormap(j_decompress_ptr),jdmaster-pre.c,9,9,1,5,1,True
"jpeg_open_backing_store(j_common_ptr,backing_store_ptr,long)",jmemansi-pre.c,5,9,0,2,1,False
jpeg_quality_scaling(int),jcparam-pre.c,2,1,1,4,1,False
jpeg_read_coefficients(j_decompress_ptr),jdtrans-pre.c,11,13,2,14,4,False
"jpeg_read_header(j_decompress_ptr,boolean)",jdapimin-pre.c,5,8,1,7,2,False
"jpeg_read_raw_data(j_decompress_ptr,JSAMPIMAGE,JDIMENSION)",jdapistd-pre.c,11,13,1,6,1,True
"jpeg_read_scanlines(j_decompress_ptr,JSAMPARRAY,JDIMENSION)",jdapistd-pre.c,10,13,1,4,1,True
"jpeg_resync_to_restart(j_decompress_ptr,int)",jdmarker-pre.c,4,8,1,13,3,False
"jpeg_save_markers(j_decompress_ptr,int,unsigned int)",jdmarker-pre.c,7,9,1,12,2,True
"jpeg_set_colorspace(j_compress_ptr,J_COLOR_SPACE)",jcparam-pre.c,10,16,1,21,2,False
jpeg_set_defaults(j_compress_ptr),jcparam-pre.c,7,33,1,5,1,True
"jpeg_set_linear_quality(j_compress_ptr,int,boolean)",jcparam-pre.c,6,1,0,1,0,False
"jpeg_set_marker_processor(j_decompress_ptr,int,jpeg_marker_parser_method)",jdmarker-pre.c,5,7,0,4,1,False
"jpeg_set_quality(j_compress_ptr,int,boolean)",jcparam-pre.c,4,2,0,1,0,False
jpeg_simple_progression(j_compress_ptr),jcparam-pre.c,8,13,1,12,2,True
"jpeg_start_compress(j_compress_ptr,boolean)",jcapistd-pre.c,7,12,1,4,1,True
jpeg_start_decompress(j_decompress_ptr),jdapistd-pre.c,12,15,2,14,5,False
"jpeg_start_output(j_decompress_ptr,int)",jdapistd-pre.c,7,8,1,6,1,True
jpeg_std_error(struct jpeg_error_mgr *),jerror-pre.c,3,15,0,1,0,False
"jpeg_stdio_dest(j_compress_ptr,FILE *)",jdatadst-pre.c,4,7,0,2,1,False
"jpeg_stdio_src(j_decompress_ptr,FILE *)",jdatasrc-pre.c,5,12,0,2,1,False
"jpeg_suppress_tables(j_compress_ptr,boolean)",jcapimin-pre.c,7,2,1,6,2,False
"jpeg_write_coefficients(j_compress_ptr,jvirt_barray_ptr *)",jctrans-pre.c,5,11,0,2,1,True
"jpeg_write_m_byte(j_compress_ptr,int)",jcapimin-pre.c,3,1,0,1,0,False
"jpeg_write_m_header(j_compress_ptr,int,unsigned int)",jcapimin-pre.c,7,6,0,5,1,True
"jpeg_write_marker(j_compress_ptr,int,const JOCTET *,unsigned int)",jcapimin-pre.c,9,6,1,6,1,True
"jpeg_write_raw_data(j_compress_ptr,JSAMPIMAGE,JDIMENSION)",jcapistd-pre.c,13,14,2,7,1,True
"jpeg_write_scanlines(j_compress_ptr,JSAMPARRAY,JDIMENSION)",jcapistd-pre.c,11,14,2,6,1,True
jpeg_write_tables(j_compress_ptr),jcapimin-pre.c,5,10,0,2,1,False
"jround_up(long,long)",jutils-pre.c,6,1,0,1,0,False
"largest_input_value(j_decompress_ptr,int,int,int)",jquant1-pre.c,3,1,0,1,0,False
latch_quant_tables(j_decompress_ptr),jdinput-pre.c,9,9,1,6,2,True
"main(int,char *[])",example-pre.c,2,3,0,2,1,False
make_funny_pointers(j_decompress_ptr),jdmainct-pre.c,10,0,1,5,2,False
"make_odither_array(j_decompress_ptr,int)",jquant1-pre.c,5,2,0,4,2,False
master_selection(j_decompress_ptr),jdmaster-pre.c,26,35,4,26,2,True
"median_cut(j_decompress_ptr,boxptr,int,int)",jquant2-pre.c,11,10,2,9,2,False
"merged_1v_upsample(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdmerge-pre.c,6,1,0,1,0,False
"merged_2v_upsample(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdmerge-pre.c,11,4,1,6,2,True
my_error_exit(j_common_ptr),example-pre.c,3,2,0,1,0,False
new_color_map_1_quant(j_decompress_ptr),jquant1-pre.c,2,3,0,1,0,False
new_color_map_2_quant(j_decompress_ptr),jquant2-pre.c,2,1,0,1,0,False
next_marker(j_decompress_ptr),jdmarker-pre.c,10,12,2,15,5,False
"noop_upsample(j_decompress_ptr,jpeg_component_info *,JSAMPARRAY,JSAMPARRAY *)",jdsample-pre.c,0,1,0,1,0,False
"null_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,7,0,1,4,3,False
"null_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,7,0,1,4,3,False
null_method(j_compress_ptr),jccolor-pre.c,0,0,0,1,0,False
"out_of_memory(j_common_ptr,int)",jmemmgr-pre.c,5,6,0,1,0,False
output_message(j_common_ptr),jerror-pre.c,3,2,0,1,0,False
output_pass_setup(j_decompress_ptr),jdapistd-pre.c,11,11,1,7,3,True
"output_value(j_decompress_ptr,int,int,int)",jquant1-pre.c,3,1,0,1,0,False
pass_startup(j_compress_ptr),jcmaster-pre.c,2,4,0,1,0,False
"pass2_fs_dither(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant2-pre.c,12,2,1,5,3,False
"pass2_no_dither(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant2-pre.c,7,1,1,4,3,False
per_scan_setup(j_compress_ptr),jcmaster-pre.c,21,17,2,12,3,True
per_scan_setup(j_decompress_ptr),jdinput-pre.c,19,16,2,10,3,True
"post_process_1pass(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdpostct-pre.c,12,2,0,2,1,False
"post_process_2pass(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdpostct-pre.c,13,5,1,5,1,True
"post_process_prepass(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdpostct-pre.c,13,6,1,4,1,True
"pre_process_context(j_compress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION,JSAMPIMAGE,JDIMENSION *,JDIMENSION)",jcprepct-pre.c,19,8,2,13,5,False
"pre_process_data(j_compress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION,JSAMPIMAGE,JDIMENSION *,JDIMENSION)",jcprepct-pre.c,22,5,1,11,3,True
prepare_for_output_pass(j_decompress_ptr),jdmaster-pre.c,26,17,2,16,3,True
prepare_for_pass(j_compress_ptr),jcmaster-pre.c,20,22,2,12,2,True
prepare_range_limit_table(j_decompress_ptr),jdmaster-pre.c,3,3,1,3,1,False
"prescan_quantize(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant2-pre.c,6,0,1,4,3,False
"process_data_context_main(j_decompress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdmainct-pre.c,16,10,2,11,2,True
"process_data_crank_post(j_decompress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdmainct-pre.c,5,1,0,1,0,False
"process_data_simple_main(j_compress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jcmainct-pre.c,13,5,1,7,3,True
"process_data_simple_main(j_decompress_ptr,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdmainct-pre.c,10,3,0,3,2,True
process_restart(j_decompress_ptr),jdarith-pre.c,20,11,1,10,2,True
process_restart(j_decompress_ptr),jdhuff-pre.c,12,8,1,4,1,True
"quantize_fs_dither(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant1-pre.c,12,2,1,6,3,False
"quantize_ord_dither(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant1-pre.c,10,2,1,4,3,False
"quantize3_ord_dither(j_decompress_ptr,JSAMPARRAY,JSAMPARRAY,int)",jquant1-pre.c,9,1,0,3,2,False
"read_backing_store(j_common_ptr,backing_store_ptr,void *,long,long)",jmemansi-pre.c,7,5,1,3,1,True
read_JPEG_file(char *),example-pre.c,10,18,1,5,2,True
read_markers(j_decompress_ptr),jdmarker-pre.c,5,21,2,70,4,True
read_restart_marker(j_decompress_ptr),jdmarker-pre.c,6,11,1,5,2,True
realize_virt_arrays(j_common_ptr),jmemmgr-pre.c,20,18,3,14,3,True
reduce_script(j_compress_ptr),jcmaster-pre.c,7,2,1,5,2,False
"request_virt_barray(j_common_ptr,int,boolean,JDIMENSION,JDIMENSION,JDIMENSION)",jmemmgr-pre.c,9,15,0,2,1,True
"request_virt_sarray(j_common_ptr,int,boolean,JDIMENSION,JDIMENSION,JDIMENSION)",jmemmgr-pre.c,9,15,0,2,1,True
reset_error_mgr(j_common_ptr),jerror-pre.c,0,3,0,1,0,False
reset_input_controller(j_decompress_ptr),jdinput-pre.c,4,8,0,1,0,False
reset_marker_reader(j_decompress_ptr),jdmarker-pre.c,3,8,0,1,0,False
"rgb_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,6,0,0,3,2,False
"rgb_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,6,0,0,3,2,False
"rgb_gray_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,8,0,0,3,2,False
"rgb_gray_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,8,0,0,3,2,False
"rgb_rgb1_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,6,0,0,3,2,False
"rgb_ycc_convert(j_compress_ptr,JSAMPARRAY,JSAMPIMAGE,JDIMENSION,int)",jccolor-pre.c,8,0,0,3,2,False
rgb_ycc_start(j_compress_ptr),jccolor-pre.c,3,2,0,2,1,False
"rgb1_gray_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,8,0,0,3,2,False
"rgb1_rgb_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,6,0,0,3,2,False
save_marker(j_decompress_ptr),jdmarker-pre.c,17,21,3,21,4,False
"select_colors(j_decompress_ptr,int)",jquant2-pre.c,5,16,0,2,1,False
"select_ncolors(j_decompress_ptr,int [])",jquant1-pre.c,7,6,1,9,3,True
select_scan_parameters(j_compress_ptr),jcmaster-pre.c,16,11,1,6,2,True
self_destruct(j_common_ptr),jmemmgr-pre.c,2,4,0,2,1,False
"sep_downsample(j_compress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPIMAGE,JDIMENSION)",jcsample-pre.c,9,1,0,2,1,False
"sep_upsample(j_decompress_ptr,JSAMPIMAGE,JDIMENSION *,JDIMENSION,JSAMPARRAY,JDIMENSION *,JDIMENSION)",jdsample-pre.c,15,5,1,6,2,True
set_bottom_pointers(j_decompress_ptr),jdmainct-pre.c,11,1,1,5,2,False
set_wraparound_pointers(j_decompress_ptr),jdmainct-pre.c,9,0,0,3,2,False
"skip_input_data(j_decompress_ptr,long)",jdatasrc-pre.c,4,3,0,3,2,False
skip_variable(j_decompress_ptr),jdmarker-pre.c,7,10,1,7,3,True
smoothing_ok(j_decompress_ptr),jdcoefct-pre.c,11,3,1,15,3,False
start_iMCU_row(j_compress_ptr),jccoefct-pre.c,11,3,0,3,2,True
start_iMCU_row(j_compress_ptr),jctrans-pre.c,10,3,0,3,2,True
start_iMCU_row(j_decompress_ptr),jdcoefct-pre.c,11,3,0,3,2,True
start_input_pass(j_decompress_ptr),jdcoefct-pre.c,1,2,0,1,0,False
start_input_pass(j_decompress_ptr),jdinput-pre.c,5,6,0,1,0,False
start_output_pass(j_decompress_ptr),jdcoefct-pre.c,5,4,0,4,2,False
"start_pass_1_quant(j_decompress_ptr,boolean)",jquant1-pre.c,11,13,1,10,2,True
"start_pass_2_quant(j_decompress_ptr,boolean)",jquant2-pre.c,12,15,2,11,3,True
"start_pass_coef(j_compress_ptr,J_BUF_MODE)",jccoefct-pre.c,5,7,1,7,2,False
"start_pass_coef(j_compress_ptr,J_BUF_MODE)",jctrans-pre.c,4,5,0,2,1,False
start_pass_dcolor(j_decompress_ptr),jdcolor-pre.c,0,0,0,1,0,False
start_pass_downsample(j_compress_ptr),jcsample-pre.c,0,0,0,1,0,False
"start_pass_dpost(j_decompress_ptr,J_BUF_MODE)",jdpostct-pre.c,11,9,1,8,3,True
start_pass_fdctmgr(j_compress_ptr),jcdctmgr-pre.c,13,9,3,51,4,True
start_pass_huff_decoder(j_decompress_ptr),jdhuff-pre.c,32,22,4,68,5,True
"start_pass_huff(j_compress_ptr,boolean)",jchuff-pre.c,19,25,3,20,4,False
"start_pass_main(j_compress_ptr,J_BUF_MODE)",jcmainct-pre.c,5,9,0,3,1,False
"start_pass_main(j_decompress_ptr,J_BUF_MODE)",jdmainct-pre.c,7,11,1,4,2,True
start_pass_merged_upsample(j_decompress_ptr),jdmerge-pre.c,3,2,0,1,0,False
"start_pass_prep(j_compress_ptr,J_BUF_MODE)",jcprepct-pre.c,6,7,0,2,1,True
start_pass_upsample(j_decompress_ptr),jdsample-pre.c,4,2,0,1,0,False
"start_pass(j_compress_ptr,boolean)",jcarith-pre.c,16,21,2,16,3,True
start_pass(j_decompress_ptr),jdarith-pre.c,19,18,4,38,4,True
start_pass(j_decompress_ptr),jddctmgr-pre.c,13,8,3,47,4,True
std_huff_tables(j_compress_ptr),jcparam-pre.c,4,1,0,1,0,False
term_destination(j_compress_ptr),jdatadst-pre.c,7,6,1,4,2,True
term_mem_destination(j_compress_ptr),jdatadst-pre.c,6,2,0,1,0,False
term_source(j_decompress_ptr),jdatasrc-pre.c,0,0,0,1,0,False
transdecode_master_selection(j_decompress_ptr),jdtrans-pre.c,10,12,1,5,2,True
"transencode_coef_controller(j_compress_ptr,jvirt_barray_ptr *)",jctrans-pre.c,5,9,0,2,1,False
"transencode_master_selection(j_compress_ptr,jvirt_barray_ptr *)",jctrans-pre.c,6,8,0,2,1,True
"update_box(j_decompress_ptr,boxptr)",jquant2-pre.c,12,8,5,35,5,True
use_merged_upsample(j_decompress_ptr),jdmaster-pre.c,16,1,1,20,1,False
validate_script(j_compress_ptr),jcmaster-pre.c,14,6,5,48,6,True
"write_backing_store(j_common_ptr,backing_store_ptr,void *,long,long)",jmemansi-pre.c,7,5,1,3,1,True
write_file_header(j_compress_ptr),jcmarker-pre.c,4,4,1,3,1,False
write_file_trailer(j_compress_ptr),jcmarker-pre.c,1,1,0,1,0,False
write_frame_header(j_compress_ptr),jcmarker-pre.c,12,7,2,18,3,True
"write_marker_byte(j_compress_ptr,int)",jcmarker-pre.c,2,1,0,1,0,False
"write_marker_header(j_compress_ptr,int,unsigned int)",jcmarker-pre.c,4,5,0,2,1,False
write_scan_header(j_compress_ptr),jcmarker-pre.c,12,5,1,7,3,True
write_tables_only(j_compress_ptr),jcmarker-pre.c,5,3,1,7,3,False
"ycc_rgb_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,12,0,0,3,2,False
"ycck_cmyk_convert(j_decompress_ptr,JSAMPIMAGE,JDIMENSION,JSAMPARRAY,int)",jdcolor-pre.c,12,0,0,3,2,False
